tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2024-W403,Miami Open,Hard,64,P1000,20240320,1,220011,,,Barbora Krejcikova,R,178,CZE,25.0,220004,,,Elena Rybakina,R,184,KAZ,26.0,6-4 6-3,3,R128,110,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,11,1890,4,1468
2024-W403,Miami Open,Hard,64,P1000,20240320,2,220012,,,Beatriz Haddad Maia,L,185,BRA,25.0,220005,,,Jessica Pegula,R,170,USA,26.0,6-4 6-3,3,R64,117,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,12,1880,5,1460
2024-W403,Miami Open,Hard,64,P1000,20240320,3,220013,,,Mirra Andreeva,R,178,RUS,25.0,220006,,,Jasmine Paolini,R,163,ITA,26.0,6-4 6-3,3,R32,124,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,13,1870,6,1452
2024-W403,Miami Open,Hard,64,P1000,20240320,4,220014,,,Diana Shnaider,L,184,RUS,25.0,220007,,,Qinwen Zheng,R,178,CHN,26.0,6-4 6-3,3,R16,131,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,14,1860,7,1444
2024-W403,Miami Open,Hard,64,P1000,20240320,5,220001,,,Iga Swiatek,R,176,POL,25.0,220008,,,Emma Navarro,R,170,USA,26.0,6-4 6-3,3,QF,138,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,1,1990,8,1436
2024-W540,Roland Garros,Clay,128,G,20240526,1,220002,,,Aryna Sabalenka,R,182,BLR,25.0,220009,,,Madison Keys,R,178,USA,26.0,6-4 6-3,3,R128,110,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,2,1980,9,1428
2024-W540,Roland Garros,Clay,128,G,20240526,2,220003,,,Coco Gauff,R,175,USA,25.0,220010,,,Daria Kasatkina,R,170,RUS,26.0,6-4 6-3,3,R64,117,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,3,1970,10,1420
2024-W540,Roland Garros,Clay,128,G,20240526,3,220004,,,Elena Rybakina,R,184,KAZ,25.0,220011,,,Barbora Krejcikova,R,178,CZE,26.0,6-4 6-3,3,R32,124,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,4,1960,11,1412
2024-W540,Roland Garros,Clay,128,G,20240526,4,220005,,,Jessica Pegula,R,170,USA,25.0,220012,,,Beatriz Haddad Maia,L,185,BRA,26.0,6-4 6-3,3,R16,131,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,5,1950,12,1404
2024-W540,Roland Garros,Clay,128,G,20240526,5,220006,,,Jasmine Paolini,R,163,ITA,25.0,220013,,,Mirra Andreeva,R,178,RUS,26.0,6-4 6-3,3,QF,138,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,6,1940,13,1396
2024-W610,Wimbledon,Grass,128,G,20240701,1,220007,,,Qinwen Zheng,R,178,CHN,25.0,220014,,,Diana Shnaider,L,184,RUS,26.0,6-4 6-3,3,R128,110,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,7,1930,14,1388
2024-W610,Wimbledon,Grass,128,G,20240701,2,220008,,,Emma Navarro,R,170,USA,25.0,220001,,,Iga Swiatek,R,176,POL,26.0,6-4 6-3,3,R64,117,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,8,1920,1,1492
2024-W610,Wimbledon,Grass,128,G,20240701,3,220009,,,Madison Keys,R,178,USA,25.0,220002,,,Aryna Sabalenka,R,182,BLR,26.0,6-4 6-3,3,R32,124,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,9,1910,2,1484
2024-W610,Wimbledon,Grass,128,G,20240701,4,220010,,,Daria Kasatkina,R,170,RUS,25.0,220003,,,Coco Gauff,R,175,USA,26.0,6-4 6-3,3,R16,131,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,10,1900,3,1476
2024-W610,Wimbledon,Grass,128,G,20240701,5,220011,,,Barbora Krejcikova,R,178,CZE,25.0,220004,,,Elena Rybakina,R,184,KAZ,26.0,6-4 6-3,3,QF,138,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,11,1890,4,1468
2024-W560,US Open,Hard,128,G,20240826,1,220012,,,Beatriz Haddad Maia,L,185,BRA,25.0,220005,,,Jessica Pegula,R,170,USA,26.0,6-4 6-3,3,R128,110,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,12,1880,5,1460
2024-W560,US Open,Hard,128,G,20240826,2,220013,,,Mirra Andreeva,R,178,RUS,25.0,220006,,,Jasmine Paolini,R,163,ITA,26.0,6-4 6-3,3,R64,117,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,13,1870,6,1452
2024-W560,US Open,Hard,128,G,20240826,3,220014,,,Diana Shnaider,L,184,RUS,25.0,220007,,,Qinwen Zheng,R,178,CHN,26.0,6-4 6-3,3,R32,124,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,14,1860,7,1444
2024-W560,US Open,Hard,128,G,20240826,4,220001,,,Iga Swiatek,R,176,POL,25.0,220008,,,Emma Navarro,R,170,USA,26.0,6-4 6-3,3,R16,131,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,1,1990,8,1436
2024-W560,US Open,Hard,128,G,20240826,5,220002,,,Aryna Sabalenka,R,182,BLR,25.0,220009,,,Madison Keys,R,178,USA,26.0,6-4 6-3,3,QF,138,8,2,60,40,30,15,10,3,5,6,3,55,35,26,12,9,2,6,2,1980,9,1428
